# poly_id: PS
# temp_target: 333.0
# n_atoms: 10000
# seed: 42
step temp density
3140250 331.40694 1.0448838
3140500 327.5213 1.0447296
3140750 334.65197 1.0434699
3141000 333.73422 1.0512031
3141250 335.40066 1.0533349
3141500 334.16339 1.0529106
3141750 332.8124 1.0534335
3142000 332.41556 1.0532512
3142250 332.68987 1.0525746
3142500 332.55187 1.0514011
3142750 330.12149 1.051019
3143000 334.50369 1.055245
3143250 333.6223 1.0519197
3143500 334.90329 1.0449892
3143750 331.96284 1.0474761
3144000 334.01785 1.0461423
3144250 334.75973 1.0499143
3144500 332.44267 1.0542373
3144750 332.87971 1.054732
3145000 333.45962 1.0532879
3145250 329.51917 1.0563797
3145500 336.19659 1.0585519
3145750 332.38401 1.0531822
3146000 332.98983 1.0463146
3146250 333.54772 1.047441
3146500 328.21402 1.0500078
3146750 334.02616 1.0535554
3147000 329.49665 1.0572947
3147250 333.4973 1.0570038
3147500 332.15429 1.050919
3147750 331.71224 1.0450972
3148000 335.47657 1.0464975
3148250 332.43015 1.0479566
3148500 329.28855 1.0530006
3148750 333.73941 1.0489545
3149000 328.51619 1.0463167
3149250 332.88767 1.0445793
3149500 332.74421 1.0526068
3149750 335.33363 1.0537956
3150000 331.31736 1.0450042
3150250 335.66655 1.0408773
3150500 335.19501 1.0426551
3150750 330.68772 1.0451249
3151000 336.5808 1.0480956
3151250 333.39154 1.0462187
3151500 330.58157 1.0436087
3151750 329.96773 1.0430766
3152000 331.04591 1.0506783
3152250 333.50312 1.0531899
3152500 333.08339 1.0519791
3152750 335.13899 1.0462572
3153000 333.0363 1.045542
3153250 334.33729 1.0492898
3153500 336.69056 1.0505047
3153750 328.50359 1.0513392
3154000 334.18341 1.0509278
3154250 336.0237 1.0486842
3154500 328.54869 1.0502933
3154750 336.93971 1.0517805
3155000 330.21138 1.0468416
3155250 338.57651 1.0435043
3155500 330.84786 1.0441058
3155750 331.41573 1.0497545
3156000 333.1504 1.0521481
3156250 333.7391 1.0522818
3156500 335.35649 1.0500796
3156750 329.75839 1.0468965
3157000 336.34648 1.0465942
3157250 330.19591 1.0449541
3157500 333.88702 1.0446336
3157750 328.77888 1.0494705
3158000 332.42767 1.0510228
3158250 328.5173 1.0521019
3158500 336.95287 1.0494988
3158750 331.7108 1.0467129
3159000 332.37025 1.048779
3159250 333.23153 1.0519564
3159500 332.46336 1.0552375
3159750 332.01502 1.0536096
3160000 333.68983 1.0462381
3160250 338.6229 1.042533
3160500 330.05341 1.0453626
3160750 333.58469 1.0545083
3161000 331.76549 1.0562755
3161250 329.20227 1.0474883
3161500 339.25801 1.0442204
3161750 333.26081 1.0465273
3162000 336.20605 1.0497673
3162250 333.13178 1.0520848
3162500 336.11106 1.0490309
3162750 334.08649 1.0442962
3163000 330.2414 1.0462596
3163250 336.58525 1.0484604
3163500 327.77952 1.0469024
3163750 330.60761 1.0447927
3164000 333.75103 1.0483689
3164250 329.6361 1.0497135
3164500 333.45139 1.0464178
3164750 331.45237 1.0447471
3165000 338.00305 1.0450225
3165250 329.35708 1.0481177
3165500 332.24122 1.047584
3165750 327.51625 1.0453285
3166000 333.89386 1.0520135
3166250 329.24979 1.0517344
3166500 328.94579 1.0446117
3166750 331.7786 1.0419617
3167000 333.25374 1.0430717
3167250 327.66713 1.0483975
3167500 332.72841 1.0463789
3167750 335.81739 1.0428264
3168000 331.76213 1.0418628
3168250 333.30938 1.041602
3168500 327.29709 1.0453354
3168750 334.0936 1.0481152
3169000 332.2839 1.0483964
3169250 332.95642 1.0443007
3169500 334.8271 1.0450372
3169750 332.02887 1.0468204
3170000 332.66686 1.0485982
3170250 332.13692 1.0489026
3170500 335.14348 1.0513531
3170750 329.8857 1.0509136
3171000 330.45028 1.0493897
3171250 331.53737 1.0502742
3171500 332.90199 1.0488685
3171750 334.3604 1.0457075
3172000 332.92999 1.0415196
3172250 332.37621 1.0428779
3172500 332.5466 1.0457717
3172750 329.19567 1.0464433
3173000 332.79037 1.0454129
3173250 335.4586 1.0508872
3173500 332.10687 1.0431527
3173750 338.05041 1.0411485
3174000 331.18643 1.0426336
3174250 336.58179 1.0426939
3174500 332.75252 1.046625
3174750 335.35074 1.0471263
3175000 330.42915 1.0439762
3175250 335.64716 1.0439278
3175500 334.82163 1.0428808
3175750 334.28046 1.0461776
3176000 331.38729 1.0459358
3176250 333.33893 1.0495942
3176500 335.30865 1.0508579
3176750 330.01113 1.0455387
3177000 335.59779 1.0434558
3177250 327.7921 1.0454952
3177500 334.79579 1.0502841
3177750 331.98998 1.047887
3178000 331.04027 1.0446754
3178250 333.99819 1.0459848
3178500 331.61783 1.0487119
3178750 331.97784 1.0506986
3179000 334.27767 1.0470529
3179250 333.43823 1.0484253
3179500 333.08515 1.051795
3179750 330.53102 1.0515689
3180000 333.09241 1.0502954
3180250 334.29992 1.0466006
3180500 332.20497 1.0485055
3180750 332.48163 1.0543488
3181000 333.06732 1.0540699
3181250 333.20142 1.0546196
3181500 332.13006 1.0465728
3181750 332.84176 1.0445388
3182000 332.5709 1.0474258
3182250 331.8526 1.0538489
3182500 334.51447 1.0554551
3182750 331.21836 1.0545575
3183000 337.45486 1.0471239
3183250 333.40722 1.0473844
3183500 336.63207 1.0416561
3183750 332.41652 1.0499351
3184000 330.49458 1.0508598
3184250 329.74751 1.0492552
3184500 336.01837 1.0487838
3184750 333.92977 1.0523378
3185000 329.94866 1.0480546
3185250 330.28275 1.0512599
3185500 332.7432 1.0521225
3185750 332.52671 1.0509318
3186000 332.46939 1.0515228
3186250 334.8242 1.0509667
3186500 328.63396 1.0530235
3186750 329.97809 1.0510049
3187000 338.06221 1.0438211
3187250 332.07184 1.0426047
3187500 330.06699 1.0470782
3187750 333.28104 1.0501393
3188000 334.21643 1.0482761
3188250 331.51887 1.0494214
3188500 330.16886 1.0525016
3188750 333.46467 1.0526713
3189000 331.82751 1.0526149
3189250 336.16462 1.0490763
3189500 331.95755 1.0452935
3189750 330.84594 1.0393319
3190000 335.78795 1.0473787
3190250 330.12221 1.0488849
3190500 337.45714 1.0504008
3190750 331.76467 1.0536882
3191000 331.60633 1.0532929
3191250 332.99923 1.0489373
3191500 327.33117 1.0460952
3191750 334.14696 1.0475368
3192000 329.92379 1.0463002
3192250 332.66003 1.0477553
3192500 333.56244 1.0466876
3192750 331.06822 1.0456317
3193000 335.48375 1.0474235
3193250 332.53668 1.0497786
3193500 334.04969 1.047859
3193750 333.64511 1.046872
3194000 332.09351 1.0481591
3194250 332.84312 1.0503604
3194500 335.67089 1.0501268
3194750 331.7325 1.050317
3195000 334.00391 1.0511776
3195250 335.85033 1.0503272
3195500 331.91546 1.0486135
3195750 337.9685 1.0511471
3196000 334.06055 1.0544451
3196250 333.47601 1.0502977
3196500 331.98936 1.043402
3196750 332.16669 1.0441969
3197000 333.59697 1.047511
3197250 332.92393 1.0472142
3197500 332.86096 1.0503636
3197750 333.47265 1.0502668
3198000 329.11804 1.0526032
3198250 335.92691 1.0505972
3198500 325.80033 1.0485549
3198750 333.99467 1.0471294
3199000 337.88542 1.0407469
3199250 329.91246 1.0428363
3199500 331.23714 1.0499533
3199750 331.64028 1.0507415
3200000 328.82243 1.0523216
3200250 336.25032 1.0513955
3200500 332.4231 1.0470938
3200750 331.512 1.0459733
3201000 331.48424 1.0513374
3201250 333.13366 1.053919
3201500 333.44447 1.0552378
3201750 326.91293 1.0543447
3202000 338.01124 1.0486045
3202250 333.35901 1.046573
3202500 329.64439 1.0471207
3202750 332.85224 1.0465361
3203000 327.10133 1.0452697
3203250 336.76242 1.0479818
3203500 332.71638 1.0456075
3203750 335.48651 1.0456866
3204000 327.23342 1.0469277
3204250 333.58769 1.051782
3204500 332.27693 1.0529408
3204750 329.89433 1.0501688
3205000 333.13104 1.0566453
3205250 328.95812 1.0557699
3205500 332.91718 1.0482539
3205750 339.1645 1.0458063
3206000 329.74302 1.0484901
3206250 335.01846 1.0447901
3206500 332.17794 1.0424731
3206750 332.14277 1.0445752
3207000 331.48383 1.052911
3207250 331.61107 1.0530412
3207500 334.25088 1.0516322
3207750 331.35158 1.0458685
3208000 331.07973 1.0447589
3208250 337.03616 1.0451643
3208500 334.12591 1.0458951
3208750 337.10758 1.0477456
3209000 329.04201 1.0484126
3209250 336.28357 1.0491832
3209500 334.06467 1.0507636
3209750 328.49449 1.0514923
3210000 333.89344 1.0452472
3210250 326.43418 1.0430289
3210500 335.39042 1.0442579
3210750 332.52655 1.0500055
3211000 332.73173 1.0533305
3211250 330.32496 1.0550232
3211500 334.32616 1.0567277
3211750 330.69253 1.0501572
3212000 335.37802 1.0445301
3212250 333.42146 1.0441469
3212500 333.82321 1.0425929
3212750 336.99095 1.0452513
3213000 333.67639 1.0467585
3213250 333.10323 1.0461602
3213500 338.257 1.0425813
3213750 330.60249 1.0412474
3214000 325.79906 1.0416351
3214250 331.60441 1.0435585
3214500 330.35249 1.0473436
3214750 330.44062 1.0480755
3215000 336.10882 1.0478585
3215250 331.77078 1.046169
3215500 334.73005 1.0466979
3215750 333.60692 1.0439037
3216000 331.04566 1.0440083
3216250 328.83658 1.0488353
3216500 330.02639 1.0511617
3216750 332.24095 1.0515504
3217000 336.73459 1.0491007
3217250 331.90663 1.0479342
3217500 333.51605 1.0453104
3217750 333.18278 1.0477979
3218000 334.80103 1.0521313
3218250 332.17093 1.0461644
3218500 332.98635 1.0425997
3218750 333.26375 1.0402398
3219000 339.589 1.0408912
3219250 331.09525 1.045386
3219500 336.1323 1.0501722
3219750 331.68762 1.0495339
3220000 335.11583 1.0454826
3220250 329.66408 1.0420612
3220500 336.85655 1.0406754
3220750 329.31532 1.0422064
3221000 331.47967 1.0431887
3221250 331.8937 1.0465679
3221500 330.64793 1.047021
3221750 332.69847 1.0419596
3222000 334.89411 1.0428516
3222250 328.85393 1.0462297
3222500 335.15857 1.0514973
3222750 330.4685 1.0500086
3223000 333.72275 1.051866
3223250 334.03736 1.0552507
3223500 331.25969 1.0531678
3223750 337.69805 1.0512707
3224000 333.91626 1.0540289
3224250 334.21723 1.0509111
3224500 331.15631 1.0480123
3224750 334.91202 1.0440112
3225000 338.36192 1.0409272
3225250 329.96063 1.0379727
3225500 333.28087 1.0352615
3225750 333.71667 1.0426317
