# poly_id: PS
# temp_target: 533.0
# n_atoms: 10000
# seed: 420
step temp density
3140250 528.03759 0.94139633
3140500 534.41569 0.94234733
3140750 530.55112 0.94459643
3141000 525.263 0.94822705
3141250 535.5225 0.94903216
3141500 532.373 0.9481305
3141750 536.70885 0.940084
3142000 536.22597 0.9398628
3142250 539.18088 0.94148067
3142500 534.11663 0.94460477
3142750 532.41417 0.94809768
3143000 533.40346 0.95205968
3143250 533.87165 0.95154115
3143500 532.2967 0.9505772
3143750 523.46935 0.94644648
3144000 534.4779 0.94613008
3144250 531.81268 0.94414729
3144500 536.52162 0.94415714
3144750 533.99923 0.94433992
3145000 538.07838 0.93968245
3145250 527.47678 0.93823339
3145500 536.76748 0.94121655
3145750 527.92951 0.93967454
3146000 538.66717 0.94340679
3146250 533.10906 0.94436839
3146500 531.39326 0.94442371
3146750 541.27323 0.93986994
3147000 527.0007 0.93926666
3147250 526.22044 0.9400668
3147500 536.42993 0.94157888
3147750 528.77078 0.94296674
3148000 533.17025 0.94275432
3148250 532.15512 0.9424747
3148500 530.66651 0.94740065
3148750 535.15943 0.95621542
3149000 529.54129 0.9597966
3149250 531.94119 0.96206087
3149500 532.50331 0.95815675
3149750 539.57301 0.95226374
3150000 525.34067 0.9461776
3150250 542.14298 0.94506169
3150500 533.79727 0.94633221
3150750 539.4928 0.94960109
3151000 522.84329 0.95150109
3151250 540.12097 0.95379658
3151500 541.01266 0.95097363
3151750 534.34215 0.95441657
3152000 537.0006 0.95802807
3152250 531.39222 0.95669732
3152500 532.4756 0.95846978
3152750 532.07166 0.96359534
3153000 531.43903 0.96592289
3153250 526.25422 0.96345325
3153500 542.16739 0.96211836
3153750 526.25445 0.96413136
3154000 530.55629 0.96264943
3154250 538.20153 0.96393693
3154500 526.08935 0.96173452
3154750 533.99247 0.96154122
3155250 527.41802 0.95914112
3155500 534.87565 0.95773677
3155750 539.10277 0.95680994
3156000 534.52724 0.95417683
3156250 529.54274 0.95122255
3156500 545.45536 0.95115657
3156750 529.92159 0.94941227
3157000 521.61636 0.95100343
3157250 539.65325 0.95728699
3157500 525.59279 0.96297925
3157750 534.99432 0.96727726
3158000 532.94138 0.96899373
3158250 531.34522 0.96689529
3158500 535.26744 0.96079412
3158750 535.71792 0.9524996
3159000 540.3875 0.94849927
3159250 531.29411 0.95463997
3159500 532.28717 0.9575597
3159750 541.91303 0.96018849
3160000 532.91067 0.96064865
3160250 537.92164 0.96103716
3160500 537.25808 0.96153469
3160750 527.62384 0.96112995
3161000 538.91896 0.96108106
3161250 536.30219 0.9594966
3161500 532.36347 0.95633013
3161750 536.30395 0.94906952
3162000 530.08672 0.94480683
3162250 532.25717 0.94412568
3162500 535.03148 0.94896112
3162750 535.45785 0.95346805
3163000 531.1441 0.95988983
3163250 532.68562 0.96504394
3163500 536.93878 0.96656151
3163750 526.03743 0.96102214
3164000 533.90037 0.95595583
3164250 529.51899 0.95699784
3164500 533.76115 0.96021691
3164750 535.11824 0.9613873
3165000 529.3572 0.96172149
3165250 539.10148 0.96175042
3165500 527.46516 0.96011718
3165750 535.5845 0.9590652
3166000 530.53763 0.96090873
3166250 534.48399 0.95847356
3166500 530.55159 0.95023589
3166750 537.00646 0.94429768
3167000 529.58598 0.93991874
3167250 534.93053 0.93816263
3167500 531.49861 0.94226418
3167750 536.76026 0.94765844
3168000 529.67876 0.95535263
3168250 536.57811 0.95756873
3168500 534.70561 0.95020477
3168750 536.94692 0.94538651
3169000 530.46692 0.94399126
3169250 529.534 0.94736548
3169500 539.09829 0.95509189
3169750 539.98957 0.95951744
3170000 526.58656 0.95811222
3170250 539.47693 0.96010159
3170500 529.76558 0.95532034
3170750 535.18812 0.95300557
3171000 527.98861 0.95209631
3171250 532.0163 0.95562701
3171500 531.63724 0.96142652
3171750 539.27405 0.96578377
3172000 528.70198 0.96436843
3172250 536.98219 0.96334065
3172500 532.5767 0.96104048
3172750 534.72911 0.95787554
3173000 541.02607 0.9564857
3173250 533.47182 0.9552852
3173500 529.62949 0.95558151
3173750 537.77681 0.95166175
3174000 531.55918 0.95365837
3174250 538.65903 0.95645019
3174500 533.11851 0.95874352
3174750 533.26917 0.95928776
3175000 529.75035 0.96126219
3175250 528.39597 0.96340219
3175500 527.96185 0.96688003
3175750 528.89522 0.9650179
3176000 528.84723 0.964112
3176250 535.86202 0.96694011
3176500 527.86552 0.97365595
3176750 533.90762 0.97455985
3177000 539.92728 0.97036999
3177250 527.48656 0.96315296
3177500 539.21987 0.95830978
3177750 531.75681 0.95818708
3178000 531.47926 0.95518283
3178250 534.79582 0.95340423
3178500 528.75626 0.95692662
3178750 532.28635 0.96193275
3179000 530.83365 0.96633759
3179250 527.1627 0.96426939
3179500 534.50018 0.96239575
3179750 530.14717 0.96170779
3180000 533.63774 0.95951501
3180250 529.94187 0.9584168
3180500 532.5262 0.95119917
3180750 526.50257 0.94814446
3181000 532.82693 0.94924169
3181250 532.85208 0.95200295
3181500 535.73559 0.95477423
