# poly_id: PODPM
# temp_target: 692.0
# n_atoms: 10000
# seed: 420
step temp density
3140250 689.03863 1.2260797
3140500 690.79339 1.2260486
3140750 693.50169 1.2321234
3141000 695.34415 1.227183
3141250 696.83229 1.2335048
3141500 685.10187 1.2359827
3141750 693.488 1.2422511
3142000 686.38377 1.2392951
3142250 693.14013 1.2371897
3142500 680.44173 1.2439677
3142750 693.55605 1.2420832
3143000 690.64094 1.2411028
3143250 679.85198 1.2362637
3143500 695.63335 1.2349055
3143750 685.70352 1.2251548
3144000 703.83928 1.2214295
3144250 696.82891 1.2219795
3144500 697.29503 1.2237205
3144750 687.16114 1.2239408
3145000 693.68224 1.2308734
3145250 694.00846 1.2356726
3145500 690.94714 1.2396466
3145750 691.59885 1.2399601
3146000 693.59513 1.2423372
3146250 697.43063 1.2353285
3146500 678.83244 1.2338276
3146750 695.55453 1.2313766
3147000 694.16942 1.235303
3147250 685.16722 1.2342627
3147500 705.44343 1.2340984
3147750 682.80037 1.2391646
3148000 691.11743 1.2320385
3148250 691.98794 1.2386207
3148500 691.20503 1.2409817
3148750 683.75517 1.240375
3149000 693.2925 1.2490644
3149250 687.65448 1.248596
3149500 697.93659 1.2503475
3149750 685.66184 1.2453718
3150000 694.612 1.2456585
3150250 696.51043 1.2520282
3150500 698.39548 1.2393597
3150750 697.04789 1.2331619
3151000 692.76266 1.2285394
3151250 687.96608 1.2348275
3151500 696.70664 1.2371184
3151750 683.22739 1.2359312
3152000 692.37246 1.2293203
3152250 681.88554 1.2306648
3152500 690.22861 1.2233123
3152750 697.89986 1.2245013
3153000 689.41958 1.2210973
3153250 698.06463 1.2197618
3153500 693.72421 1.2259343
3153750 688.63451 1.2265116
3154000 683.58309 1.2254065
3154250 701.42717 1.226738
3154500 689.45188 1.2293204
3154750 698.50442 1.2300392
3155000 698.39731 1.2278914
3155250 689.35003 1.2271472
3155500 698.16473 1.2327042
3155750 683.5206 1.2383482
3156000 694.91348 1.2379574
3156250 706.08403 1.2408162
3156500 695.37838 1.2454906
3156750 690.59861 1.2474109
3157000 692.05817 1.2488013
3157250 686.82856 1.2449145
3157500 693.98026 1.2424804
3157750 692.31494 1.244345
3158000 686.63702 1.2385094
3158250 698.42735 1.2374315
3158500 686.70418 1.2432628
3158750 697.30378 1.2478208
3159000 700.8315 1.2508913
3159250 697.07537 1.2516298
3159500 700.77388 1.245297
3159750 693.53388 1.244535
3160000 696.05268 1.2451074
3160250 693.47527 1.2415504
3160500 681.98066 1.2442992
3160750 691.88476 1.2426379
3161000 694.02477 1.2460635
3161250 695.6231 1.2470763
3161500 689.43517 1.2483437
3161750 696.76668 1.2459589
3162000 684.47918 1.2441433
3162250 687.66303 1.2425646
3162500 690.97102 1.2325446
3162750 691.50814 1.2293984
3163000 696.74126 1.2238667
3163250 677.09813 1.2241464
3163500 693.53023 1.2308859
3163750 692.47108 1.2303709
3164000 697.59874 1.231765
3164250 694.26906 1.2310096
3164500 682.47916 1.2293075
3164750 697.33486 1.2299825
3165000 696.97914 1.2319748
3165250 681.41922 1.2341654
3165500 687.65736 1.2377634
3165750 698.83375 1.2347412
3166000 688.15091 1.2320955
3166250 693.06052 1.235383
3166500 693.01121 1.2352876
3166750 690.1454 1.2391922
3167000 686.57699 1.2364469
3167250 690.17498 1.2426698
3167500 696.0613 1.2399319
3167750 690.80645 1.2431714
3168000 692.29724 1.2446776
3168250 693.05415 1.2459868
3168500 697.80658 1.251166
3168750 698.31438 1.2463695
3169000 695.41719 1.2391456
3169250 690.1924 1.2379671
3169500 694.20989 1.2386761
3169750 691.45558 1.231809
3170000 692.71472 1.2361151
3170250 697.62967 1.2365725
3170500 692.89223 1.2350558
3170750 679.47585 1.2371543
3171000 691.93627 1.2363331
3171250 679.93032 1.2360118
3171500 685.16001 1.2329517
3171750 688.42126 1.2342905
3172000 689.17836 1.2375619
3172250 696.55955 1.2403153
3172500 681.89207 1.248305
3172750 697.25854 1.2455597
3173000 682.96697 1.2447898
3173250 698.13769 1.242277
3173500 694.08553 1.2451442
3173750 683.90513 1.2410841
3174000 688.60847 1.2393288
3174250 705.00728 1.2409469
3174500 689.22152 1.2431768
3174750 690.67195 1.2445573
3175000 687.22874 1.2400643
3175250 681.23918 1.2375317
3175500 699.53062 1.2349667
3175750 694.843 1.2382419
3176000 689.27302 1.2344125
3176250 690.55403 1.2275716
3176500 691.80817 1.2272868
3176750 690.98376 1.2246007
3177000 695.87658 1.2233936
3177250 680.26363 1.2278698
3177500 688.85999 1.2303615
3177750 694.95306 1.2389131
3178000 704.5409 1.2355657
3178250 693.00491 1.2319929
3178500 690.70219 1.2370536
3178750 684.03713 1.2363631
3179000 697.35539 1.2351698
3179250 684.00591 1.2332568
3179500 682.42602 1.2324613
3179750 696.54021 1.2418876
3180000 680.48853 1.2412665
3180250 691.01235 1.2388896
3180500 703.52395 1.2370049
3180750 684.33206 1.2399639
3181000 691.6983 1.2430298
3181250 695.0881 1.2460982
3181500 692.93477 1.2462607
3181750 691.18921 1.2439025
3182000 684.18669 1.2421971
3182250 694.27685 1.2384601
3182500 688.87587 1.2346687
3182750 695.64199 1.2314234
3183000 693.51161 1.2334005
3183250 692.05247 1.234298
3183500 694.09836 1.2383918
3183750 685.71489 1.2443889
3184000 690.56925 1.2506723
3184250 689.99338 1.2494985
3184500 692.36282 1.2432029
3184750 695.85935 1.2367476
3185000 697.16073 1.2342251
3185250 702.91003 1.2410578
3185500 694.49019 1.2425988
3185750 696.8356 1.2438222
3186000 690.33791 1.2418361
3186250 692.90502 1.2428461
3186500 695.99569 1.2430801
3186750 681.36186 1.2468183
3187000 703.1703 1.2469505
3187250 687.99286 1.2471815
3187500 698.84527 1.2467951
3187750 684.80505 1.2456478
3188000 696.04125 1.2416596
3188250 692.41084 1.236232
3188500 701.31877 1.2419489
3188750 696.07639 1.2456338
3189000 680.66925 1.2495407
3189250 689.13726 1.2496099
3189500 686.70132 1.2499533
