# poly_id: PODPM
# temp_target: 792.0
# n_atoms: 10000
# seed: 42
step temp density
3140250 798.09475 1.2044007
3140500 784.9058 1.1919419
3140750 787.40003 1.1892139
3141000 796.18007 1.1905189
3141250 787.03311 1.1966598
3141500 797.8071 1.1936372
3141750 784.94038 1.1945888
3142000 780.01711 1.1979284
3142250 799.38505 1.1955661
3142500 802.88464 1.1939299
3142750 793.46142 1.1926834
3143000 793.06345 1.191601
3143250 794.09948 1.1907639
3143500 790.96678 1.1949273
3143750 795.72798 1.1956059
3144000 784.3744 1.2045531
3144250 806.17895 1.2082022
3144500 787.71008 1.2056153
3144750 790.92468 1.2021574
3145000 798.28236 1.1983283
3145250 782.88546 1.1987538
3145500 808.66499 1.2021554
3145750 794.03214 1.2060453
3146000 796.01512 1.2025748
3146250 794.08455 1.2010364
3146500 786.70224 1.1997367
3146750 786.69065 1.2009343
3147000 803.76545 1.2031027
3147250 784.28376 1.2034706
3147500 799.96405 1.2097346
3147750 785.18391 1.2069326
3148000 790.67031 1.206128
3148250 788.87253 1.2131177
3148500 788.86293 1.213828
3148750 791.22077 1.2102626
3149000 803.20082 1.2169632
3149250 784.02849 1.2142048
3149500 796.58604 1.2090488
3149750 782.5467 1.2031007
3150000 793.81789 1.2001438
3150250 780.91837 1.1976495
3150500 786.9724 1.1937169
3150750 794.57456 1.1893068
3151000 786.59982 1.1848154
3151250 794.47578 1.1837971
3151500 788.40189 1.1882374
3151750 790.8987 1.1935588
3152000 801.6741 1.1897312
3152250 787.17538 1.1974563
3152500 799.70603 1.1996765
3152750 781.75823 1.192908
3153000 801.9635 1.1954495
3153250 789.29292 1.2003184
3153500 783.30458 1.1931454
3153750 798.37309 1.1908472
3154000 796.60832 1.1894702
3154250 794.07492 1.1960294
3154500 781.44919 1.1881594
3154750 792.74483 1.1876874
3155000 784.76015 1.1875638
3155250 779.99363 1.1886531
3155500 790.1998 1.1873839
3155750 796.21911 1.1952876
3156000 790.39924 1.1990423
3156250 800.58744 1.2075406
3156500 798.5677 1.2050304
3156750 792.5051 1.2006585
3157000 790.02431 1.1964188
3157250 786.15781 1.1973597
3157500 797.90359 1.1950407
3157750 781.87866 1.1967033
3158000 798.22256 1.1982296
3158250 788.36665 1.1935947
3158500 793.22483 1.1930237
3158750 784.04329 1.1912256
3159000 796.27294 1.1933647
3159250 791.20466 1.1963213
3159500 790.6979 1.1962704
3159750 798.32814 1.1943297
3160000 784.77673 1.1971596
3160250 800.22693 1.2018128
3160500 797.51795 1.2072397
3160750 795.31491 1.2011435
3161000 795.49564 1.2009454
3161250 794.17507 1.1965626
3161500 791.50887 1.1994212
3161750 785.06837 1.2011665
3162000 791.87199 1.1997053
3162250 792.92255 1.2043674
3162500 797.2672 1.1993584
3162750 780.6561 1.2063353
3163000 791.77583 1.2112967
3163250 775.83648 1.2080094
3163500 791.91269 1.2043155
3163750 777.80704 1.1969457
3164000 797.1877 1.1948775
3164250 785.24977 1.1904744
3164500 803.37967 1.1867719
3164750 791.01282 1.191852
3165000 801.38855 1.1904633
3165250 785.9657 1.192639
3165500 792.90367 1.1929325
3165750 789.26879 1.1878098
3166000 788.9226 1.1814412
3166250 800.24388 1.1795028
3166500 797.66804 1.1856777
3166750 798.16764 1.1943465
3167000 802.28602 1.1967399
3167250 792.91506 1.1980653
3167500 795.2204 1.1949137
3167750 790.10771 1.1916942
3168000 794.35154 1.1948575
3168250 792.82042 1.1911994
3168500 788.32773 1.1935463
3168750 789.75057 1.1924842
3169000 793.21073 1.1941221
3169250 788.22093 1.1950182
3169500 792.25571 1.192408
3169750 800.84393 1.1922239
3170000 776.25192 1.1950083
3170250 799.05144 1.2080501
3170500 788.15534 1.2077732
3170750 800.14938 1.2102586
3171000 797.04436 1.2040076
3171250 788.83215 1.2017568
3171500 786.38312 1.193687
3171750 789.19964 1.199568
3172000 791.24747 1.1981115
3172250 796.18361 1.199253
3172500 787.34441 1.1976501
3172750 791.17395 1.1959701
3173000 806.21771 1.2000951
3173250 784.88566 1.2032308
3173500 786.28354 1.2083635
3173750 792.22928 1.209398
3174000 793.28501 1.2085608
3174250 798.01571 1.2103739
