# poly_id: PODPM
# temp_target: 632.0
# n_atoms: 10000
# seed: 42
step temp density
3140250 625.18091 1.2484226
3140500 633.1898 1.2500508
3140750 627.87656 1.2572247
3141000 630.8667 1.2578972
3141250 635.76853 1.2606047
3141500 640.62333 1.2587744
3141750 631.53689 1.2511342
3142000 640.24976 1.2547719
3142250 629.23415 1.2553537
3142500 625.53341 1.2511113
3142750 631.49333 1.2544743
3143000 621.62735 1.2499181
3143250 633.07317 1.2497685
3143500 626.72079 1.2499758
3143750 629.3229 1.2486934
3144000 637.55577 1.2521189
3144250 632.50394 1.2500592
3144500 631.773 1.2468773
3144750 632.82685 1.2477395
3145000 629.71813 1.2470057
3145250 631.30873 1.2480973
3145500 633.57796 1.2529302
3145750 630.85032 1.2552038
3146000 631.20932 1.256272
3146250 629.38723 1.255625
3146500 625.07257 1.2512506
3146750 631.29314 1.2526522
3147000 639.60972 1.2534217
3147250 626.62224 1.2519531
3147500 633.03391 1.2520168
3147750 634.42223 1.2462385
3148000 628.05819 1.2475208
3148250 638.77896 1.2455303
3148500 624.59782 1.2451595
3148750 636.51344 1.2415742
3149000 633.75707 1.2386728
3149250 633.09956 1.2362605
3149500 635.87252 1.2383057
3149750 625.38328 1.235472
3150000 633.98388 1.2372705
3150250 634.01116 1.2443877
3150500 625.00054 1.248549
3150750 632.79337 1.2489606
3151000 632.44076 1.2460344
3151250 635.15024 1.2468524
3151500 636.18711 1.2471858
3151750 629.60753 1.2526021
3152000 642.23288 1.2505073
3152250 626.88145 1.2489765
3152500 632.76862 1.2505754
3152750 639.08135 1.2507843
3153000 628.62847 1.2542884
3153250 638.71497 1.2534469
3153500 623.88558 1.2558047
3153750 632.41765 1.2537203
3154000 629.72758 1.251204
3154250 636.6595 1.2509076
3154500 629.20351 1.2490423
3154750 635.15506 1.2473026
3155000 630.86251 1.2470166
3155250 628.78963 1.2494393
3155500 629.96166 1.2519735
3155750 639.28499 1.2516835
3156000 632.68013 1.2536899
3156250 628.20862 1.2567767
3156500 622.16594 1.2543035
3156750 635.19727 1.2543364
3157000 634.78493 1.2545944
3157250 626.55461 1.2521805
3157500 631.46987 1.2483762
3157750 634.46287 1.250154
3158000 636.51241 1.2475267
3158250 633.42291 1.243915
3158500 620.31474 1.2455622
3158750 628.95002 1.2443749
3159000 632.55411 1.2471998
3159250 625.14097 1.2544224
3159500 642.14299 1.256201
3159750 632.1392 1.2600226
3160000 619.11713 1.2556206
3160250 634.59772 1.251903
3160500 637.2889 1.2512434
3160750 627.47513 1.2471599
3161000 634.04113 1.243519
3161250 626.84138 1.2443165
3161500 635.0381 1.2448292
3161750 629.31577 1.2495886
3162000 637.02733 1.2529772
3162250 643.79187 1.2501722
3162500 633.06122 1.2495015
3162750 625.21075 1.2447344
3163000 635.62478 1.2385428
3163250 625.56291 1.2452611
3163500 637.14364 1.2473652
3163750 629.98849 1.2546463
3164000 624.68822 1.2533555
3164250 636.4449 1.2526587
3164500 622.35556 1.2557641
3164750 637.4136 1.2537237
3165000 627.19341 1.2513207
3165250 636.35042 1.2468318
3165500 628.41889 1.2465698
3165750 633.50271 1.2503948
3166000 626.24231 1.2549144
3166250 630.33779 1.255945
3166500 632.1638 1.261027
3166750 637.85036 1.2630442
3167000 639.75584 1.2590458
3167250 628.95077 1.2498626
3167500 632.05202 1.2510699
3167750 628.03515 1.2496714
3168000 633.18428 1.2518089
3168250 630.06011 1.2562413
3168500 635.02984 1.2543956
3168750 629.71651 1.2529579
3169000 636.9128 1.2509706
3169250 632.86341 1.2501158
3169500 628.69716 1.2525134
3169750 638.45035 1.2522498
3170000 638.64885 1.253539
3170250 629.33722 1.2550628
3170500 638.79561 1.255676
3170750 633.66957 1.252635
3171000 623.71267 1.2530087
3171250 634.09047 1.2456892
3171500 618.48573 1.237522
3171750 635.14265 1.2413285
3172000 633.89589 1.2476866
3172250 621.6195 1.24574
3172500 633.24803 1.2510764
3172750 628.09482 1.2522686
3173000 634.99719 1.2494377
3173250 631.24445 1.2449143
3173500 629.64436 1.2453265
3173750 630.19583 1.2427179
3174000 634.10498 1.2440967
3174250 633.10198 1.2428886
3174500 631.41693 1.2357787
3174750 635.85847 1.2427535
3175000 634.88462 1.2414644
3175250 635.27877 1.2443809
3175500 629.85431 1.2525735
3175750 628.87279 1.250096
3176000 628.20875 1.2551006
3176250 632.93138 1.258182
3176500 636.237 1.2616584
3176750 622.91951 1.2564507
3177000 629.86382 1.2524822
